 &SRS
<MetaDataAtStart>
mode=assessment
noise=True
diff=True
multiple=True
features=7
issid=py16jo
</MetaDataAtStart>
&END
Magnetic Field (A/M)	4.00GHz	4.25GHz	4.50GHz	4.75GHz	5.00GHz	5.25GHz	5.50GHz	5.75GHz	6.00GHz	6.25GHz	6.50GHz	6.75GHz	7.00GHz	7.25GHz	7.50GHz	7.75GHz	8.00GHz	8.25GHz	8.50GHz	8.75GHz	9.00GHz	9.25GHz	9.50GHz	9.75GHz	10.00GHz	10.25GHz	10.50GHz	10.75GHz	11.00GHz	11.25GHz	11.50GHz	11.75GHz	12.00GHz	12.25GHz	12.50GHz	12.75GHz	13.00GHz	13.25GHz	13.50GHz	13.75GHz	14.00GHz	14.25GHz	14.50GHz	14.75GHz	15.00GHz	15.25GHz	15.50GHz	15.75GHz	16.00GHz	16.25GHz	16.50GHz	16.75GHz	17.00GHz	17.25GHz	17.50GHz	17.75GHz	18.00GHz	18.25GHz	18.50GHz	18.75GHz	19.00GHz	19.25GHz	19.50GHz	19.75GHz	20.00GHz	20.25GHz	20.50GHz	20.75GHz	21.00GHz	21.25GHz	21.50GHz	21.75GHz	22.00GHz	22.25GHz	22.50GHz	22.75GHz	23.00GHz	23.25GHz	23.50GHz	23.75GHz	24.00GHz	24.25GHz	24.50GHz	24.75GHz	25.00GHz	25.25GHz	25.50GHz	25.75GHz	26.00GHz	26.25GHz	26.50GHz	26.75GHz	27.00GHz	27.25GHz	27.50GHz	27.75GHz	28.00GHz	28.25GHz	28.50GHz	28.75GHz	29.00GHz	29.25GHz	29.50GHz	29.75GHz	30.00GHz	30.25GHz	30.50GHz	30.75GHz	31.00GHz	31.25GHz	31.50GHz	31.75GHz	32.00GHz	32.25GHz	32.50GHz	32.75GHz	33.00GHz	33.25GHz	33.50GHz	33.75GHz	34.00GHz	34.25GHz	34.50GHz	34.75GHz	35.00GHz
501338.070739	-2.93931181653e-06	-2.15507061251e-05	-1.39990594372e-06	-1.75928478777e-05	-4.19213040331e-06	4.82981533681e-06	-6.3179716583e-06	-1.99119802916e-05	-1.34541278937e-05	9.07930603043e-07	-1.89968715728e-05	1.01743047263e-05	3.84382061235e-06	-3.99163018433e-06	-4.00916013878e-06	-1.13602532544e-05	-3.85925238498e-06	-1.23813246722e-06	2.77396265557e-08	-8.78755060836e-06	1.23289049502e-05	5.09477193838e-06	6.54546358801e-06	-1.42054450757e-06	1.12753953663e-06	-1.12740796991e-05	7.12986680322e-06	9.82162656576e-06	-5.78055384313e-06	1.77252773748e-05	1.60595872487e-05	-6.66292206687e-06	1.79191250436e-05	-5.20824882785e-06	-2.04039217204e-05	7.65766155286e-06	-6.20726080373e-06	-1.46837725013e-05	-7.49402275624e-06	-1.77838459678e-05	-1.12131450786e-06	6.77538138438e-06	-2.3232998329e-07	-9.30576832558e-06	-1.14381574837e-05	-6.84653657481e-06	2.97938762124e-06	6.35404929354e-06	3.78723759391e-06	-5.72841025052e-08	-1.44299174454e-06	-1.35915098377e-06	5.82518859744e-06	1.53221048526e-05	6.12567888866e-06	-9.21271498485e-06	-9.37495007458e-06	-1.66483909434e-05	7.7482928702e-06	-2.56107512483e-06	1.86180701304e-06	-1.65223814037e-05	1.01174471341e-06	-4.11808429861e-06	9.61690891343e-06	9.94907108134e-06	-4.82489333515e-06	-1.85278845574e-05	-9.57174121716e-07	1.27761395663e-05	-9.20150731678e-06	-1.24278297719e-05	1.35901313992e-05	-9.84272247796e-06	8.46986912071e-06	1.06147577434e-05	-4.25907850296e-06	1.18527176933e-05	-1.20090006887e-05	4.99131164954e-07	3.61146218719e-06	9.79581919721e-06	-1.25228246505e-05	1.03122798791e-05	-9.29437475536e-06	-6.06540782955e-06	-2.88699698907e-05	4.47760273135e-06	-1.42616648988e-05	4.21962654744e-06	-1.62381832897e-05	-1.5380843835e-05	-5.3448966449e-06	-2.760788458e-05	-1.70352167531e-05	-5.27661088754e-05	-4.62023841665e-05	-7.04763450123e-05	-0.000112651033216	-0.000137422797223	-0.000224146028416	-0.000349603228593	-0.000501269127047	-0.000613184374069	-0.000345504768664	0.000265868327492	0.000577979245436	0.000530512885494	0.000360991903159	0.000234250648218	0.00016338283368	0.000104962009245	5.97680459261e-05	4.47929690366e-05	4.70670935811e-05	3.84203993841e-05	8.8957735854e-06	3.89220106204e-05	1.21481038956e-05	2.00059631146e-06	8.52702102804e-06	2.68243661587e-05	1.22967380148e-05	-6.80930609009e-06	5.13103737435e-06
502929.62017	-7.68369991142e-07	3.16925993771e-06	-5.9052764718e-06	-9.53864661089e-06	6.36285787099e-06	-5.02886233834e-06	-4.10449372316e-06	-5.19070836321e-06	5.69680199084e-06	2.61506192536e-05	1.62323382749e-06	8.58738135946e-06	9.45152456655e-06	2.89678762479e-06	-1.59427150144e-05	-5.16130464049e-06	-1.55647187697e-05	5.67714034904e-06	-6.40928249385e-06	1.62511174893e-05	-4.05415272541e-07	-3.21612709595e-06	-1.69451479931e-05	4.66861664299e-06	2.90973804458e-06	-4.46351719952e-07	3.30320156188e-06	7.19171546979e-06	3.66953640306e-06	2.20513653429e-05	-3.50409148541e-06	1.72979513578e-05	-1.06296070328e-05	-2.99081461349e-06	1.03300908477e-05	-6.18874822809e-06	-5.36930885817e-06	6.54019000085e-06	-3.98578721484e-06	4.19092309802e-06	-1.41974246602e-05	-5.88358599296e-06	1.08059529794e-05	-1.1930622277e-05	-1.85873950662e-06	1.05391916616e-05	1.22291074327e-05	1.57290147948e-06	5.1733509735e-06	9.31684465127e-06	-3.04699798857e-06	3.70271737864e-06	-6.49465510811e-06	8.3366710015e-06	-2.46327897442e-05	-6.79650418076e-06	-1.79829935067e-05	3.4409398052e-06	-4.47101671255e-06	-1.50623550494e-05	8.22467850816e-06	1.83929359119e-05	-6.96298804575e-06	4.26103143875e-06	-1.09598516022e-05	-1.15365727279e-05	-6.00940547106e-06	-1.18702589476e-06	-3.84524646564e-06	-1.75016649506e-05	9.23847160883e-06	-1.17894851212e-05	-3.11764893584e-05	-1.18083317621e-05	-6.96791958194e-06	-2.94258770532e-06	1.52970287287e-05	9.31381819134e-06	-9.37969636633e-06	2.38356396502e-06	5.20750532276e-06	-6.05383546919e-06	5.31367425132e-07	6.96443825735e-07	1.31288223764e-06	1.23902098495e-05	4.06967223206e-06	-1.72763854704e-05	-1.43523731084e-05	-2.44184965596e-05	-1.07189393373e-05	-1.88233171959e-05	-1.58371653658e-05	-1.97601567899e-05	-3.24304775804e-05	-3.67654035264e-05	-4.96130704675e-05	-6.87179014481e-05	-0.000108858677563	-0.000140884535167	-0.000202161012053	-0.000316080966757	-0.000474572176034	-0.000604690198028	-0.000463529363488	0.000104568536608	0.000543396625047	0.000538065195865	0.000382416747974	0.000273367233669	0.000171534164093	0.000121926771866	8.63679544621e-05	5.28635718716e-05	3.6158307767e-05	3.57766945975e-05	3.13927921243e-05	8.51972143077e-06	1.22155111099e-05	1.82375984858e-05	1.11587984928e-05	2.05364838554e-05	4.62662869545e-06	-3.87161180208e-06	3.75668974813e-05
504521.169601	-9.88266262106e-06	8.17977876322e-07	-8.71695344989e-06	1.42293684208e-05	1.74056691094e-06	1.15372210462e-05	2.60983782821e-06	-1.14888973604e-05	1.49425671814e-06	-1.35756023641e-05	6.72001946515e-06	-5.43035355847e-08	1.50689982097e-05	-1.92694586797e-06	1.36152564001e-05	-2.57537626871e-05	1.0688352343e-06	1.62580817278e-06	8.20732754476e-06	5.21107752605e-06	3.68766910821e-07	1.15966273739e-06	-2.62424813384e-06	4.65967109771e-06	-1.29308048108e-05	1.11891218076e-05	2.35058235976e-05	-8.27419581539e-06	7.97559214505e-06	-1.29728588951e-05	1.04683696247e-05	-2.69896836331e-06	-1.11962652581e-05	9.11011510751e-06	-3.02770740321e-05	1.169902393e-06	-6.25402530717e-06	-5.9689963244e-06	3.98010517887e-06	8.44536749354e-06	2.68197015638e-06	-3.22344184335e-08	-9.15054595242e-06	-4.05691487124e-06	-4.81499937557e-06	-1.6268220454e-05	-6.84631025394e-06	4.866489095e-06	3.28876272316e-06	-4.6902452672e-06	-8.63909207771e-08	4.48769438053e-06	-5.2996867365e-06	-9.81364595247e-06	-2.57183047852e-05	-1.94319831872e-06	7.1786462156e-06	-2.34028967019e-06	6.04169600867e-06	-3.51655559119e-06	2.56415938955e-05	-1.70507355537e-05	-1.29916867167e-06	5.32814270049e-07	1.5602847835e-06	-2.22790035407e-05	9.97490563698e-06	-2.61488514582e-06	-8.97826256082e-06	8.03378621038e-07	1.01564631989e-05	-2.32291966801e-06	7.21381204983e-06	-1.72550726062e-05	-1.07469068508e-05	2.69089166045e-06	-5.75411297398e-07	1.26344829673e-06	1.82338586781e-06	1.98341831112e-05	-1.88408696767e-05	-1.1714847001e-05	-1.5676510826e-05	-2.78627218116e-06	8.74076962685e-06	1.38273619854e-05	-1.27562491071e-05	-4.73780230452e-06	-5.86283364649e-06	-1.01426985812e-05	-3.27540186853e-06	-1.41287413236e-05	-1.7267303124e-05	-1.38504801513e-05	-1.52755490427e-05	-3.37275523927e-05	-3.48877966347e-05	-5.45080718245e-05	-7.36714158074e-05	-0.000121050006349	-0.000182244331542	-0.000268691381905	-0.000421664702623	-0.00057913088056	-0.000555486959576	-8.11388551003e-05	0.000462954066275	0.000583707114044	0.000435852442914	0.000301972896473	0.000194545326602	0.000148786549316	0.000101081026701	6.16338725243e-05	6.97836986256e-05	5.18226825656e-05	3.14658479255e-05	3.47981814194e-05	2.3917308539e-05	2.87826683438e-05	-5.30372515296e-06	1.40133297276e-05	1.55246646336e-06	6.96910223874e-06	1.11789945687e-05
506112.719032	6.17946477401e-06	4.45292600266e-07	7.44346165385e-06	1.22745159985e-05	2.26425996095e-05	1.28950397193e-05	1.75808212303e-05	2.76460936529e-05	2.15066627533e-05	3.04234045412e-07	4.01444141554e-06	1.26090476114e-05	-3.16208665869e-06	-7.15317348779e-06	7.23302228178e-06	-1.03664497157e-06	-2.62517853846e-06	2.87124564679e-06	1.03679358524e-05	1.1383423377e-06	-7.1319620031e-06	-1.33738703852e-05	-1.20070371489e-06	2.44482277805e-05	3.28285046217e-06	-1.95893978161e-06	3.03898095222e-06	-3.95011537187e-06	7.00123634917e-06	-2.06105930446e-06	-3.49505604666e-06	6.27706321545e-06	1.18099738859e-05	-1.29895495395e-05	-1.27314378291e-06	-5.54967358957e-06	-1.60130015425e-06	1.15907426445e-05	-1.89103976994e-05	7.74331040788e-06	-1.52029933512e-07	-9.26301932498e-06	-8.73266450181e-07	-7.06428586703e-06	-1.58285563512e-05	-2.11443256366e-06	1.00375931898e-05	-2.18288637524e-05	1.15550460904e-05	-4.51235817802e-06	-1.39096231242e-06	1.91376576734e-06	1.20168662534e-05	-9.06783778403e-06	3.68135544324e-06	-4.38845805038e-06	-3.94522970241e-06	-5.10883781184e-06	-1.26969318066e-06	-3.06440143512e-06	-3.38704257557e-06	-1.75174069273e-06	-3.40970398402e-06	-6.23225615462e-06	-3.55542277066e-06	6.49665825367e-06	2.92179025278e-08	-3.266578995e-06	2.18658914e-07	-1.32148358387e-05	1.18422127882e-05	-8.26817076138e-06	-8.59934833626e-06	-5.86165930049e-06	3.17662139626e-06	-6.26993946057e-06	1.69900595205e-05	1.15313931725e-05	-8.06486724115e-06	-6.91574912394e-06	5.07736095455e-06	1.41936369097e-07	-1.22270139806e-05	-1.23874924009e-05	1.1809459893e-05	8.6593303816e-06	-3.35064275306e-06	-1.26969792702e-05	-1.19002334856e-06	-8.75571097405e-06	-1.44720636485e-05	-2.18340401236e-05	-1.71157481915e-05	-1.81515055397e-06	-2.50052573315e-05	-9.86187630187e-06	-4.33224540452e-05	-5.15409005194e-05	-7.30141344802e-05	-0.000108463022037	-0.000156733412923	-0.000256073657564	-0.000380264559552	-0.000524196063317	-0.000609817486547	-0.000246617833889	0.000373713843563	0.000569584593422	0.00047934369575	0.000318292023181	0.00022155439856	0.000145759634618	0.000106623294873	8.87054463699e-05	3.7685219798e-05	4.36960763811e-05	2.40224902293e-05	2.29456741665e-05	1.16493400893e-05	1.2580919348e-05	1.64535849799e-05	1.75558690831e-05	3.59040887323e-06	9.3576998893e-06	9.29346268801e-06
507704.268463	8.99175689668e-06	-1.00158940945e-05	-8.4280940699e-07	4.22945916487e-06	1.27397465176e-05	-6.64435916229e-06	1.53181313833e-05	-4.53808691141e-06	-3.14075852621e-06	-1.73305290385e-05	1.21733874407e-05	1.59948086869e-05	-6.30252883683e-06	-2.1864612774e-06	1.67234051661e-05	4.10421796115e-06	1.11498827537e-05	3.40723699043e-06	-5.81247311315e-07	8.88248944631e-06	5.02370249054e-06	-5.21633762495e-06	1.5469468589e-06	1.05485318125e-06	-6.35696597368e-06	-4.23468763315e-06	-4.15055805704e-06	1.51268066563e-05	7.34142012653e-06	-6.85484150574e-06	-5.68481496881e-06	-3.47881319012e-06	7.73286372729e-06	-1.61069575241e-06	2.06601908018e-05	8.42592589879e-06	1.10936243368e-05	-4.8072421027e-06	-9.14669646476e-07	2.3451333737e-06	1.493596199e-05	1.77507319404e-07	-4.37661178916e-06	-2.59406083127e-06	2.30786861738e-06	-1.45023026693e-06	5.88134184061e-06	1.4948731012e-05	-2.03383979227e-05	7.71128255797e-06	-5.42096895574e-06	1.4229700745e-06	-3.2307051826e-06	-8.02146968819e-06	2.12538337996e-05	5.23225095072e-06	7.33485887278e-06	1.24751399455e-05	4.48617627257e-06	-2.53654348395e-06	-4.35155756e-07	-4.50810350134e-06	1.38658224314e-06	1.08278257255e-05	-1.26756898202e-05	2.7651063057e-06	2.03386312174e-05	-2.28664212037e-06	-5.43063006559e-06	-1.17499207721e-05	-8.36557733884e-06	-1.84966557756e-05	2.36210494978e-06	7.09107814381e-06	-3.14805701295e-06	4.74563948321e-06	-1.70116155741e-06	5.41253890742e-07	1.80136409881e-06	-1.32373061124e-05	3.85803538904e-06	8.15659314515e-07	-9.76199287922e-06	-3.97827231268e-06	4.79923624615e-06	1.40083500068e-07	-1.30892156889e-05	-5.38452734472e-06	2.35158963861e-05	-5.84291400102e-06	-1.85233043388e-05	-3.0587580693e-06	-7.75055198713e-06	-2.19285969614e-05	-3.48692734641e-05	-3.83024551156e-05	-5.01700568629e-05	-6.68444494985e-05	-7.34837127122e-05	-9.49549003795e-05	-0.000140384763538	-0.000213916472565	-0.000343071079947	-0.000493954396369	-0.000583355867312	-0.000385291015341	0.000224026173348	0.00057613374612	0.000491169124874	0.000349646879993	0.000235872148782	0.000158323529196	0.000106600946265	7.29066871321e-05	3.74001463727e-05	4.55880837921e-05	5.52889551388e-05	1.28529499078e-05	1.36994287914e-05	1.38902727968e-06	1.90275888889e-05	1.28390257598e-05	2.55187606841e-05	3.95529503916e-06	3.79067090952e-06
509295.817894	7.25257797072e-06	1.1792393579e-05	-8.32930573544e-06	-9.04040532875e-07	1.29726748206e-05	2.13468456289e-06	-1.14092358494e-05	4.76414434715e-06	4.23478272408e-06	7.50343362609e-06	9.3084337116e-06	-1.03782957337e-05	-1.82245006729e-05	1.8205927183e-06	8.54440805348e-06	1.54018585644e-05	-1.41451476633e-05	4.55236823264e-06	1.36745409339e-08	-2.27811318764e-06	-6.41412347574e-06	-1.96072084261e-05	1.00579473958e-05	8.52107779402e-06	-1.10890014882e-05	-5.01983589203e-06	-1.76773149569e-06	7.68544516392e-06	-4.42097651219e-06	-4.02131144422e-07	3.61751254643e-07	1.78185977165e-05	-5.0050996016e-07	1.21614856703e-05	9.81430835558e-06	5.6003494044e-06	-9.1693463443e-06	-1.04592116618e-05	-1.27439300376e-05	-2.07926044715e-06	1.76350686745e-06	1.7060651699e-05	1.41167574759e-05	-4.4279962496e-06	8.25871703497e-06	-1.77742561578e-05	-6.62158970888e-06	1.78598029352e-05	1.65418524852e-07	2.33669523381e-05	-2.86165177536e-06	2.18957178676e-05	-4.02128859968e-06	-1.16364645157e-05	-1.27011702617e-05	-7.3005962256e-06	-5.63064444377e-06	4.57785441311e-06	6.79391713031e-06	4.5936833184e-06	-1.90922124061e-06	-5.72943942669e-06	-4.51639624713e-06	-1.01062297825e-06	1.15029978711e-05	9.56212640368e-06	3.90439295943e-06	1.15756194775e-05	-6.47378464488e-06	-1.71669368769e-06	-1.88917752827e-07	2.78126678567e-07	-2.14802391097e-06	3.34752644587e-06	2.97487793519e-05	-8.43850469312e-06	-6.83978626512e-06	2.20978256794e-05	-5.15261226832e-06	2.18962169633e-06	1.22031378377e-05	7.41791696941e-06	-4.38419881709e-06	-2.14036187182e-05	-1.09728004665e-06	-1.38938209748e-05	-1.63537169553e-05	-8.40555721539e-06	-1.13217530685e-05	-1.98079260784e-05	-1.54483417306e-05	-1.65846796623e-07	-2.65319217354e-05	-2.15299807976e-05	-4.10620467614e-06	-2.0118762392e-05	-2.84435190335e-05	-5.33080385144e-05	-7.46243899943e-05	-7.36027661568e-05	-0.000127989979046	-0.000199063977975	-0.000285296765144	-0.000449241600485	-0.000591827579189	-0.000486964743935	7.53863607787e-05	0.000502847525817	0.000525422366931	0.000393452877215	0.000263521726387	0.000182300779462	0.000117586686539	8.34830203237e-05	6.46054756099e-05	5.80717558158e-05	1.28218185711e-05	4.03643033245e-05	3.38970681158e-05	3.19530544159e-05	2.13047866023e-05	8.96234043398e-06	2.40416116524e-05	6.4135043692e-06	4.99787761708e-06
510887.367325	-3.0125869436e-06	-1.09649243718e-05	-1.16047316858e-05	-1.004144746e-05	-4.26345609247e-06	2.2682740521e-06	-8.72914584317e-07	-1.00681926702e-05	4.4745566764e-06	-2.75777628583e-06	-1.72912021095e-06	-6.67451463294e-06	5.56149595881e-06	2.7596566125e-06	-4.03564995796e-06	3.76312147497e-06	-6.64022461226e-06	1.34515010983e-05	1.62462243899e-05	1.45237191838e-05	-1.27546544651e-06	-2.01619928811e-06	5.53008328666e-07	5.73317103625e-06	-9.2241983875e-06	-9.03246999503e-06	3.95475437843e-06	2.32935169228e-06	-5.40831151742e-06	-3.83476059033e-06	-6.33880137237e-07	4.86114542531e-06	1.17763243707e-06	-1.08603953393e-05	-8.29637561743e-06	-1.81010372427e-05	-7.11674383451e-06	1.33358820592e-05	-1.81910019053e-06	1.28214598712e-05	-1.39347897367e-05	6.23118296019e-06	-1.22225301844e-05	-4.704467816e-06	1.65552183044e-06	-6.16359317926e-06	3.70356708275e-06	-2.30167529085e-06	6.45038462624e-06	-1.34002650864e-05	1.28665587582e-06	1.87264136974e-05	-1.8952084932e-05	3.65672391386e-06	7.33232259297e-06	-6.64345341631e-06	7.42746361842e-06	2.85243596799e-05	-1.34554718029e-05	1.29744554968e-05	1.02800955776e-05	-7.11455925469e-06	-2.78539954253e-06	-8.55733058348e-06	1.2208122452e-05	-5.43729173112e-08	-4.28884582593e-06	-6.77429754613e-07	-2.95373945916e-06	-2.00513325776e-05	3.01750840216e-06	-1.03231376899e-05	-4.6788032803e-06	2.58308536026e-06	-3.02174585633e-06	-1.35791271555e-05	-6.76548849585e-06	-3.12180355948e-06	-4.28759430078e-06	4.77526818027e-06	3.23865638351e-06	1.26607465233e-06	-7.00916019998e-07	9.94506614733e-06	-7.43904718439e-06	-8.27981680439e-06	-2.27375956501e-05	-1.46408274717e-05	-1.55628727787e-05	-4.94280100872e-06	3.6573123027e-06	-1.2437639317e-05	-1.2971657408e-05	-4.89833051301e-06	-2.3212977593e-05	-2.52459129999e-05	-3.72412129253e-05	-4.21828212557e-05	-7.96976844724e-05	-7.52111456956e-05	-0.000117567361043	-0.000174797793656	-0.000236337441	-0.000408871360653	-0.000574334581684	-0.00054922611298	-0.000136670249757	0.000424055757123	0.000558477372959	0.000440185255985	0.000288950120328	0.000174289007233	0.000126157361454	9.08303732373e-05	6.55163754478e-05	4.47565294636e-05	5.3105990004e-05	3.66744868445e-05	2.41805543552e-05	2.00563428388e-05	1.89487005468e-05	-1.28984991659e-05	-4.65341719005e-06	2.16426297732e-05	2.82023703693e-05
512478.916756	-5.42170881619e-06	-1.60452190331e-05	1.27933354375e-05	7.85252433541e-06	1.09622084071e-05	1.06420621765e-05	-1.8725260585e-05	1.41352496008e-05	3.68411045202e-06	5.36151853219e-06	-1.74645600906e-07	-2.3830848975e-06	-1.32753316088e-05	-6.49955169163e-06	1.01636616284e-05	1.60409126202e-05	-5.62738118766e-06	2.24190050392e-06	-9.45496811428e-07	5.19549969438e-06	6.57441773418e-06	-7.66932788755e-07	5.93066428596e-06	-2.13565735725e-05	2.51479249462e-05	1.35979459592e-05	-3.67348968947e-06	2.0132517609e-05	1.87106736909e-05	-9.32854930261e-06	-6.67718715185e-06	-1.30386409613e-05	6.7618377906e-06	2.22122284577e-07	9.23920943041e-06	1.23596547869e-05	-1.68621594886e-05	-2.04427988459e-05	-1.25016177206e-05	8.28956300246e-06	-2.6052031512e-05	5.70242739237e-06	6.39297351857e-06	2.8049384448e-06	-3.95799242426e-06	-6.26834887626e-06	-7.42695702351e-06	4.41484618178e-06	5.37977598833e-06	-7.93853465377e-06	6.04284641443e-06	-2.7475452343e-06	1.06760658934e-05	4.82150880765e-06	-1.72995480626e-05	-1.93040808704e-07	-9.60962978863e-06	1.57528404372e-05	-2.25299440537e-06	-1.44715878817e-06	7.9333594752e-06	-3.67513207693e-06	-3.90315867236e-06	1.92538740065e-05	-6.97328739873e-06	-5.24502266645e-06	9.04051962247e-06	5.46895672913e-06	-4.90799304196e-06	-7.97648905188e-06	-1.99071872035e-05	4.92547182475e-06	-5.12592736206e-06	-8.00698120121e-06	-1.20613471675e-05	9.99908654228e-06	-8.21814630137e-06	-3.252396041e-06	5.16410836745e-07	-8.47182109452e-06	5.38792984258e-06	-5.98487944914e-06	-3.60320495484e-06	-1.03510709759e-05	1.76862606712e-05	-1.90747989782e-05	-9.43743162847e-06	-6.55968891383e-06	-3.45598231507e-08	-4.75659932543e-06	-1.31667139932e-05	2.39793390534e-06	-2.33456059112e-05	-3.27318243498e-05	-2.34473701038e-05	-3.67593025114e-05	-1.94274076695e-05	-1.72921672899e-05	-5.07960519287e-05	-6.62940324313e-05	-0.000120596125171	-0.000165259685368	-0.000243412523071	-0.000356189044776	-0.000516646140481	-0.000599510020516	-0.000282746318744	0.000330122136178	0.000574316648184	0.000464877042452	0.000350882828659	0.00021847160461	0.000155386755893	0.000110235209868	7.04240050497e-05	5.17817231508e-05	4.72849614131e-05	3.54732425945e-05	4.13217558977e-05	2.6539030011e-05	2.78580183898e-05	1.52379824224e-05	7.3176817453e-06	1.78054816886e-05	2.1973021456e-05
514070.466187	6.30843537269e-06	-1.89383895116e-05	3.90391874233e-06	6.22182755998e-06	1.14838874378e-06	-4.10357611435e-06	-3.79319267087e-06	-9.35376233757e-06	-1.27518869941e-05	1.74381967744e-05	-6.3556270246e-06	-7.54150699321e-07	2.44803999984e-05	8.46217305939e-06	6.04374405371e-06	-2.87822523306e-05	-1.46944165613e-05	2.9972343105e-06	9.58513701569e-06	-1.12795218672e-05	2.85700672068e-06	-1.99031413355e-06	-5.91568491708e-06	2.75682135424e-05	-1.19382663683e-05	2.87091760815e-06	-3.06410992289e-06	5.12722610352e-06	1.43353189839e-05	-1.53975888068e-06	3.54608444609e-06	1.71862620953e-06	-8.06846188237e-06	1.21383342976e-05	-5.3525814834e-06	2.06455089085e-05	3.23085469632e-07	-1.0483850468e-05	-1.11415240212e-06	-1.76655613062e-05	-1.43526577124e-05	8.76189157352e-06	-4.69948381381e-06	5.58661077188e-06	3.98320857891e-07	6.55053455982e-06	-6.57204450445e-06	-5.45140523142e-07	-8.82145426438e-06	1.80564126034e-05	3.28741255954e-06	1.59529157627e-05	1.32039335629e-05	9.23154641135e-06	1.30237874129e-05	-6.11408966575e-06	-3.8396313532e-06	-8.04031494585e-06	-3.29538678004e-06	-1.4440138072e-06	-5.32207955243e-06	-8.39186090825e-07	-1.12714643917e-07	4.49337018015e-06	-5.62642140298e-07	-8.73511831831e-07	2.31758495043e-06	9.1992825985e-06	-2.84045068831e-07	6.57393475766e-06	1.08395572304e-08	-1.43417431397e-05	7.79785272363e-06	1.30061658415e-05	-1.53769652162e-05	5.28578348203e-07	-2.16342854538e-05	-2.60489691241e-06	-6.67074389032e-06	2.32310986731e-05	-1.26872447859e-05	-2.17734314161e-05	-2.41689399508e-05	-3.39008532439e-06	4.45868756113e-06	-2.84164496177e-06	-5.72857112238e-07	1.12805688444e-06	-9.16961564953e-06	-1.20012686955e-05	-2.0109581718e-05	5.83179693947e-06	-1.38048076834e-06	-9.12887836523e-06	-1.85061500637e-05	-3.31937795382e-05	-1.6905235077e-05	-2.46468937008e-05	-6.75463581152e-05	-7.83803972501e-05	-8.94764744941e-05	-0.000140996287236	-0.000229556421741	-0.000331452061611	-0.000483300732052	-0.000591806339187	-0.000429579842527	0.000174348063442	0.00055580309977	0.000534829803068	0.000383583258175	0.000243965565792	0.000167117359965	0.000128555814467	8.90165501172e-05	6.64196567225e-05	3.88119684932e-05	1.37338670542e-05	3.45269874574e-05	1.75726923588e-05	2.30435086079e-05	1.80282342541e-05	9.04706396072e-06	9.08056131639e-06	-1.18329195379e-05
515662.015618	-8.09498986604e-06	-1.09275788703e-05	-4.64851089797e-06	-4.89275699426e-06	-1.22049159913e-05	-6.78638949667e-06	1.25949964699e-05	4.4319087641e-06	-3.0348420286e-06	-3.48162725146e-06	-1.47745929208e-06	1.84767783604e-07	6.32733975124e-06	7.64938926878e-06	2.42669740223e-05	6.89796230976e-06	-8.1140182757e-06	-7.21426479462e-06	-6.04242055149e-06	-1.11645526391e-05	1.51630469639e-05	-4.36476086553e-06	-9.91564134022e-06	-3.17597763055e-06	1.28946601964e-05	1.05378325377e-05	-1.1533201262e-05	-4.84961115565e-07	2.19191723861e-05	9.27935623945e-06	9.11663939622e-06	8.9761376858e-06	2.17974496835e-07	4.69760808662e-06	-8.2637402183e-06	3.60933288785e-07	6.3928851491e-06	1.23177968087e-05	8.54463144924e-06	-2.20809713045e-06	-1.50155259837e-07	6.84486038081e-06	-1.22499239983e-05	-1.69008144207e-06	-8.00354786495e-06	1.31702473265e-05	-1.01261628543e-05	3.02832901996e-06	5.50688079728e-07	-3.57147327059e-06	-2.04316853352e-06	1.01402766928e-05	-5.11704956706e-06	3.25055072584e-07	1.19988232569e-05	7.51738110245e-06	-6.45872496858e-06	5.42173525644e-06	4.75005468913e-06	-9.5874836228e-06	9.1381121045e-06	1.19926440623e-06	5.42187102245e-07	-2.32419745979e-06	2.67962113021e-06	-4.33123464124e-06	-1.38099300275e-06	-2.21622068739e-05	-7.07185208965e-06	6.88477115407e-06	-2.80993637344e-05	2.72397523781e-06	-1.94775756671e-06	9.63631294466e-06	1.15370182008e-05	-1.03827832589e-05	-1.17042440235e-05	3.69182408429e-06	3.33405482042e-06	5.96800501588e-06	-6.87372484971e-06	-6.42081057067e-06	-1.29573157686e-05	1.38524065175e-05	-7.57470041696e-06	2.06957854459e-06	5.61973183814e-06	-1.26822981104e-07	-5.14258414067e-07	-5.50257758555e-06	-1.00025594385e-05	-2.01597976996e-05	-1.3506072194e-05	-1.80306716059e-06	-2.58515500835e-05	-1.158969314e-05	-1.21604298573e-05	-2.78148074975e-05	-5.02681382723e-05	-7.20976425502e-05	-8.57827614071e-05	-0.000136341222356	-0.000199245247145	-0.000285222096292	-0.000426638086587	-0.000585835741236	-0.000485785277474	8.05562529508e-06	0.000477138849487	0.000544462157009	0.000415884309857	0.00028214349152	0.00018835446135	0.000133668046152	0.000104907846802	5.86363160132e-05	5.03298917093e-05	3.58791537925e-05	1.91054320792e-05	3.15771136157e-05	9.43401676004e-06	1.16668982115e-05	3.10391703471e-05	2.01442307306e-05	1.62608818006e-05
